行业,批次,不限专业,公司名称,学历,岗位更新日期,官方公告,岗位,网申入口,含免笔试,截止时间,企业类型,招聘对象,备注,工作城市
金融,27届秋招,0,鹏华基金,"硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzkwNzI2NTA4MA==&mid=2247484677&idx=1&sn=14c9a8a9a0217779f181d8fb677614b0&chksm=22d82e8df5a136e48e24defc620ff9658a1328ff0f7af4d96510356eff28b2e4108fc734172d#rd,助理量化研究员，助理债券研究员，助理研究员，助理基金研究员，助理交易员，助理产品设计师，合规助理，反洗钱助理，稽核助理，风控助理，基金会计助理，投资清算助理，助理开发工程师，助理金融工程师，会计助理，战略规划助理，人力资源助理，营销策划助理，机构业务经理，渠道经理助理，渠道经理,https://job.phfund.com.cn,1,招满即止,合资,2027,,"广东-深圳, 北京, 上海, 广东-广州"
"医疗健康与生物科技,互联网",日常实习,0,新能康,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=Mzk0NzQzNzc3Mg==&mid=2247500208&idx=1&sn=a9996e8ae46f8b6a37da8ca2e35cfcdd&chksm=a5f62f986f3fba9cc921f9e3dc299236be1144a7d5aa203fdc045fe42f3c508313655f1c6536#rd,销售实习生，产品实习生，研发工程师实习生，测试工程师实习生，实施工程师实习生,mailto:hr@neofaith.net,0,招满即止,民企,2027,"连续实习6个月及以上、表现优异者，可获得转正留用资格
导师培养
导师一对一带教","陕西-西安, 山西, 湖南, 甘肃, 湖北, 青海, 广西, 内蒙古, 海南, 黑龙江, 宁夏, 山东, 四川, 新疆"
半导体,27届秋招,0,辉芒微电子,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzI4MzQxNzE4Ng==&mid=2247484900&idx=1&sn=40bc2e0e78d17ab0e5e8b0c20c51fa20&chksm=ada4ef7044bbd18a1e2b6bd064b55d7fe0c8c9a2556d8876447e129aadf7e51bd2255885014e#rd,模拟设计工程师 (MCU)，模拟设计工程师 (电源管理)，数字设计工程师，数字验证工程师，器件工程师，版图设计工程师，电源应用工程师，产品验证工程师，测试开发工程师，MCU应用工程师，硬件工程师，现场应用工程师 (MCU),https://www.fremontmicro.com/#/aboutus/joinus,0,招满即止,民企,2027,"专利奖金
员工福利
调户办理
住房补贴
水果/零食角
午餐/晚餐福利
团建活动
国内/国外旅游",广东-深圳
消费零售,27届秋招,0,迪桑特,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzIxOTg0NDE1Mg==&mid=2247483818&idx=1&sn=5e9361e63a41f84d1367f528ecf82406&chksm=e8364a1f1022c38f4eeb151c124c1c7842d34e5227eb2aacbd800d9d916a5b57e4c257961b9d#rd,大货设计岗，大货企划岗，大货版师岗，大货面料岗，大货工艺岗，陈列设计岗，品牌活动岗，零售运营岗，商品运营岗，零售培训岗，鞋设计岗，数智营销岗，战略规划岗，零售管理岗,https://app.mokahr.com/su/isOo1,1,2026-11-30,合资,"2026, 2027","五险一金
带薪年假
节日关怀
季度工服 / 制服券
滑雪、骑行、跑步、高尔夫、舞蹈等多元社团，运动团建及运动激励
三年系统化、高标准培养路径","上海, 辽宁-大连, 吉林-长春, 黑龙江-哈尔滨, 辽宁-沈阳, 北京, 河北-石家庄, 天津, 山西-太原, 河南-郑州, 浙江-杭州, 江苏-南京, 山东-济南, 山东-青岛, 四川-成都, 重庆, 陕西-西安, 广东-广州, 广东-深圳, 湖北-武汉, 海南-三亚"
交通物流,27届秋招,0,喜百年,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzA4NzcxNzU0NQ==&mid=2649055785&idx=1&sn=67feeb4b3125348bafced05e3694cd3e&chksm=67487b0353854192cdd770be0b1494904e45f54540f1744658afaf7aab4c2ad4982b1f3edc93#rd,项目运营岗，仓储运营岗，方案解决岗,https://mp.weixin.qq.com/s?__biz=MzA4NzcxNzU0NQ==&mid=2649055785&idx=1&sn=67feeb4b3125348bafced05e3694cd3e&chksm=67487b0353854192cdd770be0b1494904e45f54540f1744658afaf7aab4c2ad4982b1f3edc93#rd,1,招满即止,民企,2027,"综合薪酬 6K-8K/月
晋升通道、导师培养、轮岗学习",广东-东莞
"化工材料,能源电力,地产建筑,交通物流",27届秋招,0,荣盛集团,"本科,硕士,博士",2026/08/20,https://job.zzuli.edu.cn/module/position_brief_detail/id-113500/nid-2620,管培生，化工工程师,https://job.zzuli.edu.cn/module/position_brief_detail/id-113500/nid-2620,0,2027-06-30,民企,2027,管培生、化工工程师待遇情况为8k-10k,浙江-杭州
保险,27届秋招,0,人保财险浙江分公司,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MjM5NjU1MzkzMA==&mid=2650780344&idx=1&sn=b2c647cf33769df20071c085bf15712a&chksm=ab37c3b9ae7e35df91be72c990e9b5e3645f29dd480291e5fd4c7cbc7096b15a20609cc704a5#rd,详见公告,https://picc.zhiye.com,0,2027-04-25,央企,2027,"有竞争力的薪酬福利
完善的人才培养架构
专业的职业发展通道
多彩的员工文体活动","浙江-杭州, 浙江-金华, 浙江-台州, 浙江-嘉兴, 浙江-温州, 浙江-绍兴, 浙江-湖州, 浙江-衢州, 浙江-丽水, 浙江-舟山"
制造业,27届秋招,0,威卡中国,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzU4NDg4OTI2NQ==&mid=2247510120&idx=1&sn=f0ed5544bf918af21973ceac845dc44c&chksm=fec9ebb523d842d27ff7e3b5035268e1ffd56e6db217e84d04f676c6261d69fb3d5f203ba851#rd,机械设计助理工程师，电子设计助理工程师,https://wika.zhiye.com/campus,1,2027-06-30,外企,2027,"六险一金
年终奖金
带薪年假
生日福利、节假福利、婚育福利
员工餐厅及公司体检
轮岗学习、晋升通道",江苏-苏州
"通信运营商,互联网",27届秋招,0,天翼物联,"硕士,博士",2026/08/20,https://wejob.chinatelecom.com.cn/wt/TELE/web/index#/postinquiry?data=eyJrZXkiOjU4MTY2MSwidHlwZSI6IjEiLCJyZWNydWl0UHJvamVjdCI6IiIsInJlY3J1aXRQcm9qZWN0TmFtZSI6IiJ9,AI开发工程师（声纹感知方向），AI应用开发工程师（端边AI应用方向），AI应用开发工程师（AIoT智能化开发方向）,https://wejob.chinatelecom.com.cn/wt/TELE/web/index#/postinquiry?data=eyJrZXkiOjU4MTY2MSwidHlwZSI6IjEiLCJyZWNydWl0UHJvamVjdCI6IiIsInJlY3J1aXRQcm9qZWN0TmFtZSI6IiJ9,0,招满即止,国企,2027,,"广东-广州, 江苏-南京"
"通信运营商,其他",27届秋招,0,中国通服,"本科,硕士,博士",2026/08/20,https://wejob.chinatelecom.com.cn/wt/TELE/web/index#/postinquiry?data=eyJrZXkiOjgxMDEwMSwidHlwZSI6IjEiLCJyZWNydWl0UHJvamVjdCI6IiIsInJlY3J1aXRQcm9qZWN0TmFtZSI6IiJ9,招标代理工程师，环评工程师，结构设计师，电气设计师，暖通设计师，给排水设计师，智能化设计师，信息化咨询师，软件工程师，人工智能工程师，数据要素工程师，量子工程师，云计算与算力工程师，通信设计师，建筑设计师，建筑咨询设计师，人工智能研发工程师，网络工程师，通信工程师，解决方案经理，电气工程师，开发工程师，研发工程师，网络安全工程师，硬件工程师，机械工程师，暖通工程师，项目审计工程师，造价咨询工程师,https://wejob.chinatelecom.com.cn/wt/TELE/web/index#/postinquiry?data=eyJrZXkiOjgxMDEwMSwidHlwZSI6IjEiLCJyZWNydWl0UHJvamVjdCI6IiIsInJlY3J1aXRQcm9qZWN0TmFtZSI6IiJ9,0,招满即止,国企,2027,,"贵州-贵阳, 河北-石家庄, 江苏-南京, 四川-成都, 北京, 广东-广州, 广西-南宁, 青海-西宁, 云南-昆明, 内蒙古-呼和浩特, 湖南-长沙, 湖北-武汉"
汽车,27届秋招,0,沃尔沃汽车,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzkyMDM3Njk1Nw==&mid=2247493211&idx=1&sn=8ee0df552cbca9386e5e865aefa43830&chksm=0ff03c9536e1220fd00851fdb64578edc0c982a48051b6cd96b0d495a42fbb976bc0f99fec96#rd,制造培训生,https://app.mokahr.com/m/campus-recruitment/volvocars/56034?hash=%23%2Fjob%2Feac2d083-f0b3-4cbd-83c3-3fa6c9fafde8%3Ffrom%3Dqrcode,0,招满即止,外企,2027,"13薪+奖金
六险两金
年度体检
员工公寓
工作餐补
免费班车
购车折扣
带薪假期
工会俱乐部
弹性福利
导师培养",黑龙江-大庆
"人工智能,医疗健康与生物科技",27届秋招,0,数坤科技,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=Mzg4NTYwOTcyMQ==&mid=2247494517&idx=1&sn=4adfe70627c91d66556afe8a9a22d543&chksm=fec7bce3ac6ad706fd754c27dc185b6fba4fe1f8d4e79d6c0cf0f4d97f85d2ae04c20d33f8e1#rd,商务运营，商业化管培生，ceo office管培生，科研实验室助理，大模型算法工程师，图像算法工程师，大模型算法实习生，图像算法实习生，Agent开发工程师，软件开发工程师，测试开发工程师，后端开发实习生，大模型评测医生，AI产品经理，临床专家，产品实习生,https://shukun.zhiye.com,0,招满即止,民企,2027,"解决落户问题（为符合条件的优秀应届生）
带薪年假、节日福利、内部推荐奖励、年度体检、五险一金、试用期同薪
导师培养、轮岗学习","北京, 上海, 浙江, 广东, 福建, 江苏, 四川, 重庆, 新疆, 德国, 意大利, 新加坡, 马来西亚"
游戏,27届秋招,1,叠纸游戏,本科,2026/08/20,https://tmjy.tjarts.edu.cn/Correcruit/content/id/4782.html,3D动画-恋与深空，3D动作-UE5写实在研，音乐设计，音效设计，商务管培生-综合方向,https://career.papegames.com/campus/position/list,0,2026-10-31,民企,2027,,上海
"新能源,制造业",27届秋招,0,宁德新能源,"本科,硕士,博士",2026/08/20,https://job.ncepu.edu.cn/zpgg/750e2085dd074cb792eaa25c5304289d.htm,理化材料类，计算机，大数据，机械，电气，仿真类，AI，算法类，管理职能类,https://zhaopin.atlbattery.com/,1,2026-11-30,外企,2027,"本科：20-31W/年
硕士：25-49W/年
博士：47W/年起（Li想薪酬不上限）
五险一金、无息贷款、优惠购买电子产品、夫妻房、员工住房补贴、商业保险、鹊桥会等
年休假 5-20 天、补充福利假、带薪病假及各类法定假期
系统培训、导师培养
本科20-31W/年，硕士25-49W/年，博士47W/年起
双导师全程护航及6个月超长培养期","福建-宁德, 广东-东莞"
游戏,27届秋招,0,波克城市,"本科,硕士,博士",2026/08/20,https://ccnu.91wllm.cn/campus/view/id/1001538,算法工程师，游戏开发工程师，应用研发工程师，游戏策划，游戏运营，数据运营，AI产品经理，原画设计师，游戏UI设计师，游戏特效师，3D动效设计师，用户增长，视频创意，品牌营销，海外资金管理，法律合规，行政，管理综合,https://ccnu.91wllm.cn/campus/view/id/1001538,0,2026-10-19,民企,"2027, 2028",,上海
地产建筑,27届秋招,0,珠海万达商管,本科,2026/08/20,https://cug.91wllm.cn/campus/view/id/1001507,招商岗，市场岗，营运岗，工程物业岗,https://cug.91wllm.cn/campus/view/id/1001507,0,2026-10-20,民企,2027,月薪：6500-7499元/月,湖北-武汉
"半导体,人工智能",27届秋招,0,砺算科技,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzkzMTcwMDkwNg==&mid=2247618452&idx=6&sn=4e6572fac1f4032d6d2aff20af26298b&chksm=e4d559f5cc6a14d5dc0ff7ee5739bdb150f8a4f5a0e8e79d7c19aefc782a0c07e57de5f40718#rd,GPU架构建模工程师，GPU算法工程师，光线追踪算法工程师，深度学习算法开发工程师，AP工程师，AI算法工程师，模型推理优化工程师，架构数据分析工程师，Graphics C++软件工程师，ASIC数字前端设计工程师，ASIC数字前端验证工程师，SOC设计验证工程师，硬件研发工程师，DFT工程师，IC物理设计工程师，C工程师，C++软件开发工程师，嵌入式开发工程师，AI驱动工程师，3D应用开发工程师，编译器开发工程师（AI编译器/通用计算编译器），图形驱动工程师（OpenCL/Vulkan/DirectX 3D），多媒体驱动工程师（Video/Display方向），客户支持工程师,https://www.lisuantech.com/join/campus-recruitment,0,招满即止,民企,"2026, 2027",,"上海, 江苏-南京, 北京"
"制造业,人工智能",27届秋招,0,荣耀,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzkzMTcwMDkwNg==&mid=2247618452&idx=1&sn=6a717e8af2452138d0c316b72a419f16&chksm=1f10bca98e14c154780d18bb80fdb288358fd785e3375b6c29eb8990b842c372980ff1345c79#rd,研发类，营销类，服务类，产品与设计类，供应链类，财经类，流程IT与质量运营类，战略管理类,http://www.honor.com/cn/career/,1,2026-09-30,国企,2027,,"广东-深圳, 北京, 江苏-南京, 陕西-西安, 上海"
咨询与专业服务,27届秋招,1,天职国际,"本科,硕士,博士",2026/08/20,https://career.hebut.edu.cn/correcruit/content/id/73274.html,审计鉴证，咨询服务，税务服务，金融服务，并购融资服务,https://career.hebut.edu.cn/correcruit/content/id/73274.html,1,招满即止,民企,2027,"实习期工资待遇： 6000-8000元
转正后工资待遇： 6000-8000元","北京, 上海, 广东-深圳, 湖南-长沙, 安徽-合肥, 四川-成都, 云南-昆明, 陕西-西安, 辽宁-沈阳, 新疆-乌鲁木齐, 重庆, 山东-济南, 湖北-武汉, 江苏-南京, 广东-广州, 天津, 河南-郑州, 江西-南昌, 浙江-杭州, 福建-厦门, 广西-南宁, 贵州-贵阳, 海南-海口"
半导体,27届秋招,0,长川科技,"专科,本科,硕士,博士",2026/08/20,https://jyb.cjlu.edu.cn/campus/view/id/353960,硬件工程师（数字），硬件工程师（模拟），射频工程师，FPGA工程师，电气工程师，驱动工程师，软件工程师，应用开发工程师（数字），应用开发工程师（模拟），售后服务工程师（电子），售后服务工程师（机械），人力资源专员，财务BP,mailto:changchuanhr10@hzcctech.cn,1,2026-11-17,民企,2027,"年度绩效奖金、年度调薪、年度评优、优秀员工股权激励
五险一金、免费工作餐/餐补、年度体检、带薪休假、节假日福利、高温补贴、意外商业保险、补充住院医疗保险、补充门急诊医疗保险
专属团建活动经费、节日活动、社团活动、活动健身场所（健身房、台球室、瑜伽室、篮球场、羽毛球场、乒乓球场等）
系统培训、晋升通道","浙江-杭州, 上海, 四川-成都, 黑龙江-哈尔滨, 湖北-武汉, 四川-内江, 北京, 江苏-常州, 江苏-苏州, 江苏-南京, 浙江-绍兴, 福建-泉州, 江苏-无锡"
"能源电力,化工材料",27届秋招,0,五矿环太,"本科,博士",2026/08/20,https://cug.91wllm.cn/campus/view/id/1001517,矿业类专业管培生（海外岗位），能源动力类专业管培生，翻译类专业管培生（海外岗位），矿加类专业管培生（海外岗位），自控类专业管培生（海外岗位），土木类专业管培生（海外岗位），信息类专业管培生（海外岗位），项目管理类专业管培生，冶金工程专业管培生（海外岗位），机械类专业管培生（海外岗位），电气类专业管培生（海外岗位），安环类专业管培生（海外岗位），地质类专业管培生（海外岗位），仓储物流类专业管培生（海外岗位），材化类专业管培生（海外岗位），财会类专业管培生（海外岗位），矿物加工助理研究员（北京岗位），经管类专业管培生（海外岗位）,https://cug.91wllm.cn/campus/view/id/1001517,0,2026-10-19,央企,2027,"岗位月薪15000元及以上
海外派遣岗位机会
月薪15000元及以上","北京, 海外"
"互联网,电商",秋招提前批,0,拼多多集团,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzI3MzQzMDEwNw==&mid=2247490253&idx=1&sn=bfd67b3b28d3c3d3eecb9e77b81dcb89&chksm=cbbe4bb1cc9a7c7db3141614c49a641bb76f05296285d4aead162711efbf892a6c1f9865cf57#rd,大模型算法工程师，AI Infra研发工程师，服务端研发工程师，算法工程师，Web前端研发工程师，客户端研发工程师，商家运营，市场管培生，运营管培生，产品管培生，法务助理，用户体验运营管培，HR管培生,https://careers.pddglobalhr.com/campus/m/pages/index/index?stamp=1&$taroTimestamp=1786675326184&name=&type=fullTime&recruitType=&jobList=&workLocationList=,0,2026-08-23,民企,2027,"提前批结果不影响正式批投递，多1次机会
流程加速，提前锁定秋招OFFER，抢占先机
部分岗位仅在提前批开放，错过不再有
错峰投递，竞争压力相对较小，提升通过率","上海, 广东"
教育培训,27届秋招,1,环球趣学,"本科,硕士,博士",2026/08/20,https://mp.weixin.qq.com/s?__biz=MzI4NTU3MTE0MQ==&mid=2247485829&idx=1&sn=8ca577cfed37696ed17421ac533cecd6&chksm=b9ba94ba9f31f32ea2a10ce9b77d35b0b0c66542a6af2af3b3374ccdbffd1ddb0a6755a3fb39#rd,数学教师，语文教师，英语教师，物理教师，化学教师,https://u.wechat.com/MEbKrV5pnf28v85pEfIx34g?s=2,0,招满即止,民企,"2026, 2027","应届生起薪20-40W/年，比例分成，上不封顶
坐班4天
六险一金，保底薪资，无义务课时
寒暑假期，司龄假
节日礼遇，生日惊喜，茶歇零食
系统培训、导师培养、晋升通道
应届生起薪20-40W/年",北京
